"microbe","Taxonomy","domain","kingdom","phylum","class","order","family","genus","species"
"Streptomyces.gilvosporeus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces gilvosporeus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces gilvosporeus"
"Streptomyces.globisporus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces globisporus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces globisporus"
"Streptomyces.globosus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces globosus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces globosus"
"Streptomyces.griseochromogenes","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseochromogenes","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces griseochromogenes"
"Streptomyces.griseorubiginosus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseorubiginosus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces griseorubiginosus"
"Streptomyces.griseoviridis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseoviridis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces griseoviridis"
"Streptomyces.griseus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces griseus"
"Streptomyces.hundungensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces hundungensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces hundungensis"
"Streptomyces.hygroscopicus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces hygroscopicus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces hygroscopicus"
"Streptomyces.kanamyceticus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces kanamyceticus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces kanamyceticus"
"Streptomyces.katrae","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces katrae","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces katrae"
"Streptomyces.koyangensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces koyangensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces koyangensis"
"Streptomyces.lavendulae","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lavendulae","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces lavendulae"
"Streptomyces.leeuwenhoekii","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces leeuwenhoekii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces leeuwenhoekii"
"Streptomyces.lincolnensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lincolnensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces lincolnensis"
"Streptomyces.lividans","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lividans","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces lividans"
"Streptomyces.lunaelactis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lunaelactis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces lunaelactis"
"Streptomyces.luteoverticillatus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces luteoverticillatus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces luteoverticillatus"
"Streptomyces.lydicus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lydicus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces lydicus"
"Streptomyces.malaysiensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces malaysiensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces malaysiensis"
"Streptomyces.nigra","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces nigra","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces nigra"
"Streptomyces.nitrosporeus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces nitrosporeus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces nitrosporeus"
"Streptomyces.niveus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces niveus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces niveus"
"Streptomyces.nodosus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces nodosus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces nodosus"
"Streptomyces.noursei","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces noursei","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces noursei"
"Streptomyces.olivaceus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces olivaceus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces olivaceus"
"Streptomyces.olivoreticuli","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces olivoreticuli","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces olivoreticuli"
"Streptomyces.pactum","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces pactum","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces pactum"
"Streptomyces.parvulus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces parvulus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces parvulus"
"Streptomyces.peucetius","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces peucetius","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces peucetius"
"Streptomyces.phage.phiSAJS1","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Woodruffvirus|s__Streptomyces phage phiSAJS1","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Woodruffvirus","s__Streptomyces phage phiSAJS1"
"Streptomyces.platensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces platensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces platensis"
"Streptomyces.pluripotens","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces pluripotens","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces pluripotens"
"Streptomyces.prasinus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces prasinus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces prasinus"
"Streptomyces.pratensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces pratensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces pratensis"
"Streptomyces.pristinaespiralis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces pristinaespiralis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces pristinaespiralis"
"Streptomyces.puniciscabiei","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces puniciscabiei","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces puniciscabiei"
"Streptomyces.qaidamensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces qaidamensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces qaidamensis"
"Streptomyces.rimosus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces rimosus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces rimosus"
"Streptomyces.rochei","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces rochei","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces rochei"
"Streptomyces.roseochromogenus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces roseochromogenus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces roseochromogenus"
"Streptomyces.rubrolavendulae","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces rubrolavendulae","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces rubrolavendulae"
"Streptomyces.sampsonii","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sampsonii","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sampsonii"
"Streptomyces.scabiei","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces scabiei","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces scabiei"
"Streptomyces.seoulensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces seoulensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces seoulensis"
"Streptomyces.sp..2114.2","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 2114.2","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. 2114.2"
"Streptomyces.sp..2323.1","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 2323.1","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. 2323.1"
"Streptomyces.sp..3211","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 3211","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. 3211"
"Streptomyces.sp..3214.6","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 3214.6","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. 3214.6"
"Streptomyces.sp..769","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 769","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. 769"
"Streptomyces.sp..ADI95.16","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. ADI95-16","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. ADI95-16"
"Streptomyces.sp..C8S0","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. C8S0","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. C8S0"
"Streptomyces.sp..CB09001","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CB09001","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. CB09001"
"Streptomyces.sp..CC0208","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CC0208","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. CC0208"
"Streptomyces.sp..CCM_MD2014","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CCM_MD2014","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. CCM_MD2014"
"Streptomyces.sp..CdTB01","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CdTB01","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp. CdTB01"
